Uniprot ID,Gene Name,Log2 Ratio L/H NormalizedWTday01,Log2 Ratio L/H NormalizedWTday06,Log2 Ratio L/H NormalizedWTday12,Log2 Ratio L/H NormalizedWTday17,Log2 Ratio L/H NormalizedWTday22,Posterior Error Probability,Sequence Coverage (%),Sequence Length (Amino Acids)
Q9NAQ2,,0.22789476,0.080667546,-0.017494379,-0.003602237,-0.029841557,5.15E-124,39.4,467
Q9NAQ9,tim-22,0.34188451,NA,NA,-0.071625394,NA,6.35E-52,23,213
Q9NAR3,col-124,5.019006645,2.386317485,NA,-2.104605043,NA,2.07E-65,27.1,291
Q9NB31-2;Q9NB31;Q304D8,cst-1;cst-2,-0.353210356,-0.228356954,-0.813688856,-0.812867836,-0.291603558,1.82E-132,49.3,495
Q9NDC9,lis-1,-0.43306627,0.215311766,0.161895347,0.378156764,0.365072232,4.03E-119,34.7,404
Q9NEI6;D4YWC8,mrps-35,0.352584171,-0.042083959,-0.15704371,-0.096801582,-0.261470639,2.13E-116,50.1,365
Q9NEL2;E0R7L6;E0R7L4;E0R7L5,ssl-1,-1.141301988,-0.400975044,0.083003697,-0.048375705,-0.257372756,1.88E-207,11.8,2395
Q9NEM5,,-0.04949137,0.525392635,0.510272115,0.41804143,0.513151788,2.93E-137,25.1,718
Q9NEN6,rps-6,0.119761162,0.20114487,-0.070389328,-0.09085343,-0.126576457,2.24E-273,75.6,246
Q9NEQ0,fat-1,-0.064055064,0.506188733,-1.111031312,-2.231278791,-2.664118707,8.69E-69,33.3,402
Q9NEQ8;Q1RPT8,,-0.273217473,-0.16889872,0.06187232,0.206561858,0.041788352,1.74E-73,39.5,299
Q9NES7,,-0.293605911,0.240571422,0.274930731,-0.379953597,-0.214870834,1.56E-71,10.1,735
Q9NES8;E0R7L7,pph-5,-0.385707125,0.192562641,-0.097341109,0.004783241,0.103565385,1.50E-242,48,496
Q9NET7,,-1.556601082,0.688659647,0.524437757,0.471508694,0.551839082,4.83E-49,39.8,256
Q9NEU1,,NA,NA,NA,NA,NA,2.99E-07,19.2,208
Q9NEU2,pro-3,0.523193214,0.205197387,-0.639417409,-0.879313676,-1.044044333,2.58E-105,17.9,801
Q9NEU3,tgt-2,0.387543697,-0.005040617,-0.163369914,NA,-0.704694936,2.18E-84,30,373
Q9NEU5,Y39B6A.33,0.537905789,0.111367788,-0.373731722,-0.544386466,-0.995303605,1.01E-200,49.1,438
Q9NEW5,,NA,NA,NA,NA,NA,1.04E-17,3.7,518
Q9NEW6,rsp-3,-0.33433944,-0.609565868,-0.788852728,-0.641915903,-0.510253053,1.17E-12,8.1,258
Q9NEW7,elpc-2,0.142592217,0.244668003,0.422849163,0.504018373,0.396517264,2.56E-139,21,778
Q9NEW8,taf-7.2,-0.521553331,NA,0.027880862,NA,NA,2.97E-07,10.6,236
Q9NEX6;E8MDW3,,-0.052694111,-0.279768422,NA,-0.098823768,-0.00273852,4.90E-52,10.7,934
Q9NEY7,,0.30286673,0.135728658,0.344153618,-0.551885103,NA,2.85E-06,17.9,106
Q9NEZ5,unc-95,0.102976479,-0.137765808,-0.076011739,-0.0739573,-0.023042393,1.03E-142,48,350
Q9NEZ8,ech-7,0.248039327,0.691895461,-0.976070301,-1.856268645,-2.259242352,8.42E-183,49.2,256
Q9NF10,,-0.01592569,NA,NA,NA,NA,7.07E-11,57.7,71
Q9NF11,,-0.186880831,0.050338078,-0.703898038,-1.255077682,-1.461633327,6.67E-236,71.5,214
Q9NF14,bath-40,NA,NA,NA,-0.225151512,NA,2.10E-15,8,402
Q9NF22,,0.109794587,0.237421562,0.101350488,-0.089633736,-0.042644337,9.36E-116,33.1,534
Q9NF23,,NA,0.950313477,0.647648244,-0.476951913,NA,2.62E-16,22.7,132
Q9NF26,,NA,NA,NA,NA,NA,5.19E-22,2.8,1648
Q9NH52,mes-4,NA,NA,0.2332946,0.492626498,0.826744617,1.60E-11,4.6,898
Q9NHC3,ced-2,-0.229341813,0.071678952,0.538387626,0.18749356,0.04513369,1.72E-51,42.3,279
Q9NHZ6;Q9NHZ6-2,ZK484.1,-0.315913965,-0.499067738,0.021921548,-0.071488106,NA,5.69E-19,37.7,159
Q9NLC7;Q18848,,2.533660012,NA,NA,NA,NA,1.20E-30,25.6,258
Q9NLD1;B3KYC2,hrp-2,-0.500802053,-0.295487943,-0.523963346,-0.364796523,-0.22428729,0,64.2,611
Q9TVL3-2;Q9TVL3,cdk-9,NA,0.740022535,NA,NA,NA,1.48E-28,16,445
Q9TW65,dys-1,0.218279396,-0.774165052,-0.843501526,-1.118492626,-1.463256244,9.13E-225,15.2,3674
Q9TW67,png-1,0.038361856,0.054766877,-0.194339249,0.136537242,-0.025879273,4.76E-154,35.3,606
Q9TXH9,ubxn-1,0.124990628,0.428294069,0.166146486,0.502586905,0.742699665,6.34E-221,58.5,299
Q9TXI0,F23C8.9,NA,-0.444773066,-0.018064389,0.348133165,NA,4.00E-23,12.9,233
Q9TXI3,,-0.254594043,-0.347325492,0.113988403,0.40371362,0.535959128,3.06E-143,70.2,205
Q9TXI4,,0.091279305,-0.195599575,-0.170181458,-0.303225478,-0.232292362,0,71.4,255
Q9TXJ0,cmk-1,NA,NA,NA,NA,NA,1.08E-14,8.6,348
Q9TXK1,,0.190042332,0.675465868,0.970836919,-0.126179949,0.855483689,9.87E-31,22.8,391
Q9TXL3,,NA,NA,NA,NA,NA,0.00032952,8.6,139
Q9TXN6,atg-9,-0.435628594,NA,0.83874434,NA,NA,1.18E-19,5.5,880
Q9TXN9,,NA,NA,NA,NA,NA,4.19E-20,10.3,358
Q9TXP0,rps-27,0.116160255,0.114004016,-0.09423607,0.050158819,-0.045163352,5.28E-38,50.6,83
Q9TXQ1-2;Q9TXQ1,pme-5,-0.2131295,-0.945982186,-1.572647178,-1.304978236,-0.910118618,0,27.4,2238
Q9TXQ6,,-2.815063017,0.814818501,2.435963338,3.222565555,2.801178998,1.18E-171,48.9,131
Q9TXQ8,,NA,NA,NA,NA,NA,1.01E-09,17.4,259
Q9TXQ9,eaf-1,-0.517124486,-0.361768359,-0.268194823,-0.620867884,NA,6.51E-109,32.3,251
Q9TXR0,,-0.448372395,0.220479714,0.376245487,0.2011117,0.404305393,3.73E-143,29.3,1145
Q9TXR4,msh-2,-1.153545952,0.080759088,0.374243238,0.518597717,0.605485858,2.43E-199,27.6,849
Q9TXR6;G4SNP7,dpy-1,NA,NA,NA,NA,4.44592791,3.78E-07,2.6,1286
Q9TXR7,,0.26569141,-0.019915368,NA,-0.139469495,NA,4.70E-26,18.8,213
Q9TXS0,,-0.691355492,0.255373872,-0.06377903,0.414422081,0.949616718,1.40E-55,11.8,968
Q9TXS4,,NA,NA,NA,NA,NA,1.14E-33,52,171
Q9TXT9,bcmo-2,-0.884011738,-0.149519521,0.293730272,-0.099766486,-0.445091015,4.44E-112,27.7,530
Q9TXU1,,NA,NA,0.172115954,NA,NA,3.42E-08,6.4,346
Q9TXU2;Q8ITW7,,-0.086376168,0.396726176,0.350320167,0.072164213,0.177783808,3.31E-139,22.2,820
Q9TXU7,eif-1.a,0.132546294,-0.05004888,-0.069564695,0.306644633,0.28431745,9.83E-54,46.3,216
Q9TXV2;Q7YXV5,tat-2,NA,0.328942189,NA,NA,1.302155026,9.01E-48,4.3,1314
Q9TXV4,denn-4,-0.382169209,0.114331932,0.125006361,-0.227987459,-0.280006078,1.29E-46,9.7,1635
Q9TXV7,F52C12.1,-0.826436626,NA,NA,0.528032212,0.318379825,6.28E-15,9.8,451
Q9TXV8,abt-4,0.317606489,0.543887773,0.354261456,0.261396434,-0.029417547,1.54E-124,12.9,1802
Q9TXY8,trx-4,-0.198494154,0.085496706,0.059750544,0.372281112,0.479210681,3.24E-14,36.4,107
Q9TXZ4,ugt-8,3.214775896,3.020223399,2.57260837,1.891696355,NA,6.63E-77,18.6,531
Q9TXZ6,ugt-13,2.391152917,3.016949859,1.911315628,1.495491468,3.659321523,1.41E-162,34.4,532
Q9TXZ7,,1.627449016,-2.224935505,NA,NA,-1.453754607,5.89E-45,48.1,108
Q9TXZ9,ykt-6,-0.504061001,-0.000576963,-0.231923873,0.406732291,0.044940193,6.94E-39,39.3,201
Q9TY03,frh-1,-0.330443668,-0.425351877,0.232412995,0.170426425,0.104914575,1.25E-35,46.3,136
Q9TY07,dnj-24,NA,NA,NA,NA,NA,1.99E-13,6.8,249
Q9TY08,syx-16,NA,NA,NA,-0.649937299,NA,2.00E-08,6.4,329
Q9TY23,pqn-22,-0.468635446,0.260566624,0.657035715,0.41761742,0.470249004,0,44.2,591
Q9TYJ3,,NA,NA,NA,NA,NA,5.88E-07,11.7,163
Q9TYJ7,dpm-1,0.324455023,-0.068051643,-0.079292767,-0.074368422,0.043824367,1.48E-130,50.2,239
Q9TYJ8,mrpl-55,0.777615823,0.222010158,NA,-0.278698482,NA,8.27E-30,40,125
Q9TYK0,,-0.286999397,NA,NA,-0.755913054,0.370303002,8.61E-21,18,217
Q9TYK1,Y66H1A.4,0.401977881,-0.071625394,-0.135928816,-0.226631832,-0.33193447,2.20E-100,25.8,244
Q9TYL2,,-0.725959235,-0.470614952,0.026087544,0.082973134,0.140523357,1.78E-124,37.7,297
Q9TYL9,copb-1,0.00092362,-0.078746447,-0.055889758,0.001992294,-0.018064389,0,47,971
Q9TYM6,Y48A5A.1,0.125037827,-0.102187793,0.060848663,0.153847716,0.197153323,2.52E-81,22.5,431
Q9TYN2,,0.369314964,-0.085832524,0.208094266,0.362621605,0.107772197,2.45E-68,31,554
Q9TYN3,taf-2,NA,NA,NA,-0.006190289,NA,3.66E-13,5,1086
Q9TYN4,,NA,NA,NA,NA,NA,1.53E-07,14.6,157
Q9TYP0,,NA,NA,NA,NA,NA,0.00028313,6.9,188
Q9TYP1,strm-1,NA,NA,NA,NA,NA,1.34E-20,7.5,334
Q9TYP2,cic-1,NA,NA,NA,NA,NA,4.95E-27,6.3,302
Q9TYP8,,0.608496212,NA,0.307019399,-0.187514398,NA,3.53E-26,25.1,414
Q9TYP9,mca-2,-0.07956585,-0.454807592,-0.184724621,-0.229341813,-0.277984747,0,40.8,1158
Q9TYQ5,lin-33,-0.477055566,-0.436481692,0.045014612,0.321261003,0.765768482,3.76E-38,37,243
Q9TYR0,,NA,-0.113167057,0.961226714,0.939703539,1.102403302,4.48E-96,38.1,333
Q9TYS3,ftn-2,-0.621243098,-0.256286071,-0.873419503,-1.013140632,-1.292133863,5.72E-137,58.2,170
Q9TYS7,,NA,NA,NA,NA,NA,8.33E-57,29.1,148
Q9TYS8,calu-2,-0.106616329,-0.482538548,-0.30626224,-0.332965663,-0.271664711,4.44E-58,32.2,301
Q9TYT3,shc-1,-0.039138394,-0.273575566,-0.243547227,-0.028569152,-0.09085343,1.45E-45,23.7,316
Q9TYT7,,0.221236324,NA,NA,NA,NA,5.40E-34,16,455
Q9TYT8,,NA,NA,1.34142746,1.507993024,NA,1.07E-50,16.7,222
Q9TYU4,,-0.366587995,0.150192846,0.57817618,0.710330761,0.890626067,1.75E-125,22.6,588
Q9TYU5,mys-1,-1.301997279,NA,-0.354000719,-0.348232419,0.194426876,9.84E-28,17.9,458
Q9TYV3,,0.844173066,-0.05963216,-0.344374033,0.13066551,NA,1.84E-87,24.5,473
Q9TYV5,nol-1,0.620401216,-0.026870865,-0.263515224,-0.357383094,-0.367594722,4.67E-176,30.4,664
Q9TYW1,vha-19,-0.10755397,-0.088955682,0.065340085,0.014601582,-0.045303168,3.61E-261,29.5,451
Q9TYW7,grd-3,-0.682213702,0.718663767,0.098026786,-0.208766947,-0.119953718,2.22E-88,30.4,181
Q9TYX1,dpf-5,-0.670477804,0.165887503,0.440792104,0.772875066,1.011587974,0,39.6,737
Q9TYY0,,-0.849278733,-0.159629186,0.198146037,0.253188504,0.570571498,2.65E-281,39.1,580
Q9TYY4,ugt-20,NA,NA,NA,NA,NA,4.23E-16,10,529
Q9TYY5,ugt-19,0.182180304,-0.635707964,-0.834630322,-0.482332021,-0.444136957,2.05E-39,13.3,532
Q9TYY6,,NA,NA,NA,NA,NA,4.49E-07,11,173
Q9TYY8,,-0.50771854,0.208610988,0.108767481,0.34005718,0.381460618,9.15E-222,35,900
Q9TYY9,,NA,NA,NA,0.339053134,NA,5.00E-38,12.5,481
Q9TYZ1,,NA,NA,NA,NA,NA,3.22E-35,16.5,285
Q9TYZ2;Q9TYZ3,,0.152435967,NA,NA,NA,NA,3.67E-105,28.2,393
Q9TYZ6,,NA,NA,NA,NA,NA,9.64E-10,10.6,141
Q9TZ21,fbxa-54,NA,NA,NA,NA,NA,2.03E-11,14.2,338
Q9TZ26,fbxa-60,NA,-0.09017595,NA,NA,NA,3.37E-14,8.2,353
Q9TZ27,fbxa-59,NA,NA,NA,NA,NA,4.93E-08,11.1,316
Q9TZ33,ucr-2.3,-0.671746267,0.478647686,0.7925319,0.446423232,0.301781522,0,39.3,427
Q9TZ49,sgcb-1,NA,NA,NA,NA,NA,2.26E-06,7,287
Q9TZ51,far-7,-1.210388864,-1.641638507,-1.516267344,-1.381061828,-1.382611923,6.65E-104,61.6,138
Q9TZ58,,0.557412081,-0.518837242,-1.032030294,-0.455964989,-0.598746316,5.06E-77,30.9,265
Q9TZ64,klf-1,NA,NA,NA,NA,NA,5.60E-13,8.5,497
Q9TZ68,cox-17,0.504222985,-0.270827916,-0.590146877,-0.809167457,-1.194276204,8.39E-12,55.6,63
Q9TZ69,ubc-20,-0.42878559,0.106762064,0.057256558,0.298566275,0.414748989,8.57E-75,47.7,199
Q9TZ88,,NA,NA,NA,NA,0.752947481,3.33E-43,37,235
Q9TZ90,mrpl-40,0.698880647,0.080667546,0.162831784,-0.109828565,-0.300885149,6.57E-30,39.2,189
Q9TZ93,spt-4,-0.16889872,NA,-0.516721189,-0.434027675,NA,5.30E-33,46.7,120
Q9TZA0,klo-2,NA,NA,NA,NA,NA,1.62E-23,10.3,475
Q9TZC4,pat-4,0.064676042,-0.129348967,-0.18027519,-0.089362553,-0.119289768,3.59E-84,17.8,466
Q9TZC6,,NA,NA,1.225666242,NA,NA,5.26E-21,13.7,454
Q9TZC7,,NA,NA,NA,NA,NA,1.87E-09,6.9,435
Q9TZC8;Q86MI3,,-0.036890111,0.921444814,-0.850079296,-0.71501475,NA,1.22E-239,47.3,556
Q9TZD0,lst-2,NA,NA,NA,NA,NA,2.02E-18,3.8,661
Q9TZD9,haf-4,0.057376652,-0.715629841,-1.416191194,-2.862808425,-3.168096429,3.98E-206,24.5,787
Q9TZE0,,0.15707747,-0.28273632,-0.012926174,-0.369382725,-0.390447578,2.52E-214,80.4,102
Q9TZE4,,0.770042991,0.368681483,NA,-0.485117645,NA,1.31E-18,48,150
Q9TZH1,,0.203136489,NA,NA,NA,NA,5.58E-31,7.4,579
Q9TZH6,pcbd-1,-0.312084262,-0.211759833,-0.318692833,-0.302055788,-0.620680241,3.58E-137,59.9,142
Q9TZH8,,-0.278460609,-0.008773707,0.012388077,0.567061966,0.29982665,6.84E-51,22.8,325
Q9TZH9,,NA,NA,NA,NA,NA,1.66E-09,8.9,280
Q9TZI1,T10B11.2,-0.446891405,-0.276913483,0.225801206,0.424997543,0.485700965,9.50E-101,23.3,549
Q9TZI2,ztf-4,-0.453333197,-0.31533436,-0.485323774,-0.019061365,-0.225151512,9.76E-29,13.1,367
Q9TZI4,,NA,NA,0.108518596,-0.303459302,NA,1.83E-13,8.7,758
Q9TZI7,acs-16,NA,NA,-0.178491568,NA,NA,3.73E-20,10,569
Q9TZI9,spe-15,1.94519319,NA,NA,NA,NA,8.74E-67,13.6,1219
Q9TZK4,,NA,NA,NA,NA,NA,0.00052078,9,144
Q9TZK8,,NA,NA,NA,NA,NA,7.37E-37,3.4,832
Q9TZL6,,NA,NA,NA,NA,NA,1.88E-05,1.5,1013
Q9TZL8;Q95X24,pfk-1,-0.115432826,-0.041523362,-0.066537002,-0.334911461,-0.66766509,9.69E-248,30.3,814
Q9TZL9,fard-1,-0.045862298,0.346187867,-0.250355272,-1.166201253,-1.22891102,4.68E-106,37.1,536
Q9TZM3,lrk-1,NA,NA,-0.210388864,-0.433920884,-0.963474124,8.86E-11,2.3,2393
Q9TZM9;Q1XFY2,tag-343,NA,NA,NA,NA,1.557666877,2.58E-47,9,996
Q9TZN1,C43H8.1,NA,NA,NA,NA,NA,3.39E-09,21.9,155
Q9TZS5;Q86S29,cct-7,0.096761155,-0.018491749,-0.09085343,0.062670675,-0.105946212,0,56.1,535
Q9U1N6,atg-4.2,NA,NA,NA,NA,NA,5.46E-13,3.3,521
Q9U1P7,,0.378569332,-0.035342381,0.063936898,-0.412944073,-0.550408193,1.23E-37,41,144
Q9U1P9,,0.182082094,0.113301591,0.614381218,0.542941598,0.251349855,2.27E-41,16.7,468
Q9U1Q1,ubc-14,NA,-0.005328121,NA,NA,NA,2.19E-52,34.7,170
Q9U1Q2,gpi-1,0.033111841,0.033938744,-0.245252252,-0.338110596,-0.51772922,0,57.9,551
Q9U1Q3,cyn-15,-0.453965265,-0.14912927,0.011238977,0.120576528,0.134698767,0,46.7,629
Q9U1Q4,vrs-2,0.298371104,0.175582427,0.105675019,0.156241218,0.09340182,0,45.5,1050
Q9U1Q5,,0.718497584,NA,0.600074253,0.849076446,-0.547351112,1.21E-37,18.1,293
Q9U1Q6,,NA,NA,NA,NA,NA,2.13E-22,11,780
Q9U1Q7;D8FRP8,emb-4,-0.297367523,-0.087598618,-0.067776372,-0.14834845,0.091463747,4.87E-266,33.2,1467
Q9U1Q8,,-0.582266953,0.325304342,-0.767400556,-1.818973234,-1.924746007,2.75E-117,55.6,279
Q9U1R5,cyp-42a1,NA,NA,NA,NA,NA,4.93E-13,7.8,511
Q9U1R7,arx-3,-0.779553903,-0.158207748,0.124959164,0.264443164,0.163106373,2.10E-88,45.1,368
Q9U1R8;Q7K705,,-0.47238379,0.102263915,-0.273575566,-0.102456577,-0.195347598,3.61E-31,5.5,1951
Q9U1R9;G5ECK2,C51G7.2,NA,NA,NA,NA,NA,8.75E-06,10.8,167
Q9U1S2;Q67X91,brp-1,-2.163498732,0.042055694,1.215546271,1.770042991,1.868752958,2.85E-67,21,552
Q9U1S3,,NA,NA,NA,NA,NA,2.15E-05,4.1,465
Q9U1T1,,0.101458831,0.247319906,-0.201884743,0.103487884,NA,7.16E-40,10.7,485
Q9U1T5;Q8I4B9,,NA,NA,NA,NA,NA,0,15.7,796
Q9U1U3,,-0.917087988,0.086354196,0.205979304,-0.009203827,0.308144279,6.10E-38,28.8,475
Q9U1U4,ubc-19,NA,NA,NA,NA,NA,3.37E-07,7.9,292
Q9U1V9;Q9U1W0,dnj-29,0.180135656,-0.076832696,0.026969225,0.072725499,0.091632841,6.90E-284,35.5,752
Q9U1W1,tfg-1,0.2376767,-0.011066201,0.129370934,-0.305328532,-0.463099267,2.11E-251,22.2,486
Q9U1W2;Q9U1W2-2,mdt-8,NA,-0.114367025,0.538618127,NA,NA,3.41E-14,15.8,297
Q9U1W9,rab-19,NA,-0.666211218,-1.025595836,NA,NA,2.32E-26,15.2,210
Q9U1X0,,0.10977902,NA,-0.96827511,-0.270349529,-0.29172142,2.28E-81,21.6,458
Q9U1X6,emc-3,0.309073414,0.168252445,0.028278046,-0.458591988,-0.174022842,1.12E-83,31.6,234
Q9U1X7,mau-8,NA,NA,NA,NA,NA,1.16E-15,35.3,258
Q9U1X9,rla-2,0.387940081,0.408837633,0.024032381,-0.081339627,0.031975623,1.16E-240,95.5,110
Q9U1Y6,dhs-24,0.397600133,-0.029982866,-0.384491944,-0.415109632,-0.594261893,1.11E-141,51.8,384
Q9U1Y9,skr-4,-0.816067173,-0.595599137,-0.842455949,-0.996822574,-1.616451803,1.07E-48,56,159
Q9U1Z2;A4F320,,0.129150025,NA,NA,NA,NA,2.21E-07,5.1,414
Q9U1Z4;A4F319,,0.175566133,-0.065296567,0.069103738,0.190486773,0.024237765,4.60E-246,31.3,211
Q9U1Z5,,NA,NA,NA,NA,NA,3.68E-18,14.2,372
Q9U1Z6,,NA,0.366615291,NA,-0.622836666,-0.666120303,1.52E-32,21.6,375
Q9U203;Q9U202,,-0.025454096,NA,-0.730226922,NA,NA,1.51E-57,20.8,553
Q9U204,,NA,NA,-0.223916751,NA,NA,4.44E-13,27.1,177
Q9U210,,0.511916939,0.017738337,-0.28036249,-0.697862762,-0.628166999,6.64E-65,20.1,388
Q9U213,rsr-2,0.006419829,-0.321697245,-0.203013171,-0.473631077,-0.10259095,2.58E-44,26.6,425
Q9U221;Q95Q13,ung-1,-1.785215732,NA,-0.274768566,-0.164400135,-0.061292338,7.49E-34,34.8,282
Q9U225,,0.046250529,-0.93319492,-1.553950241,-0.900567372,NA,4.19E-23,10.2,798
Q9U228,mif-1,-0.604545816,-0.250597823,-0.304861451,-0.143262793,-0.25664839,2.78E-32,35.9,117
Q9U229,wah-1,0.132799359,-0.144829521,-0.135272179,-0.002162421,-0.075053365,1.64E-293,48.1,700
Q9U230,,0.242362245,NA,NA,NA,NA,8.17E-32,15,413
Q9U237,,NA,NA,NA,NA,NA,5.16E-08,10.6,263
Q9U238,trap-4,0.364310607,0.146211892,-0.171591153,-0.478402378,-0.551294521,0,67.3,159
Q9U239,Y56A3A.18,0.742554828,-0.105007525,NA,-1.1212807,-1.314812517,6.27E-84,60.9,128
Q9U241,,-0.17466208,-0.21971064,-0.085152681,-0.258579224,-0.403267722,1.18E-44,31.6,133
Q9U250,cutl-10,NA,NA,NA,NA,NA,2.27E-05,5.5,403
Q9U255,,0.450360398,0.045744121,-0.162210036,-0.593975179,NA,2.89E-31,12.1,819
Q9U256,Y52B11A.8,NA,0.580978954,1.234567095,1.07427396,0.79263186,1.36E-69,29.3,174
Q9U263,set-26,NA,NA,NA,NA,NA,2.54E-73,4.5,1677
Q9U266,hda-10,NA,NA,NA,NA,NA,9.09E-21,17,517
Q9U267;Q7K7P3,,-0.405556763,0.00753609,-0.094100916,-0.124460486,0.129670793,9.59E-108,17,1057
Q9U275,haf-7,-0.846393021,-0.534161233,0.148832651,-0.579276711,-0.332507446,8.40E-63,15.2,807
Q9U283,,-0.009060468,0.13106043,0.11990225,0.021511467,0.146227858,1.25E-43,22.4,343
Q9U284,,-0.393086655,0.59948393,1.041209281,0.746543147,0.680312707,4.24E-61,38.1,375
Q9U286,,-0.237196574,-0.150949541,0.435104847,0.270434178,0.207711011,3.97E-140,20.6,855
Q9U287,,NA,0.222919101,0.371646329,NA,-0.245617353,2.46E-29,21.8,487
Q9U290,,-0.401302792,-0.279292991,NA,NA,0.123984093,1.91E-24,7.6,675
Q9U294;Q9U2A1,,NA,-0.410666733,NA,NA,NA,4.33E-35,18.3,377
Q9U296;O44779,men-1,-0.312432837,0.106047628,0.433759604,0.172912668,0.101985181,0,56,620
Q9U299,xrn-2,-0.236462004,0.02745438,0.542437226,0.104821487,0.345234529,2.06E-77,19.6,975
Q9U2A6;Q8I0Z7,efhd-1,-0.428571222,-0.742868551,-0.097071371,0.407784578,0.596775914,1.08E-175,35.7,687
Q9U2A7,,NA,NA,NA,NA,NA,9.58E-54,5,424
Q9U2A8,rpl-43,0.38179894,0.387600317,NA,0.006738672,-0.110496882,2.13E-57,80.2,91
Q9U2A9,Y48B6A.1,0.412577398,0.109545525,-0.140778656,-0.546956178,-0.651407656,8.37E-148,44.8,674
Q9U2B1,,-0.330099418,NA,NA,-0.60530468,NA,1.76E-12,9.3,389
Q9U2B4,,NA,NA,NA,NA,NA,4.54E-85,34.1,331
Q9U2B6,,NA,NA,NA,NA,NA,9.88E-06,6.3,333
Q9U2C1;B2FDA8,smc-3,-0.71026093,-0.380951044,-0.039840265,0.171920907,0.275611663,0,50.5,1205
Q9U2C3,rab-35,-0.389897162,-0.356594582,-0.096396804,0.255270551,-0.080657663,2.73E-32,35.9,209
Q9U2C4;Q9U2C4-2,gly-9,0.27433736,0.072422074,0.231396428,0.056671247,-0.017921908,3.13E-40,21.2,579
Q9U2C7,obr-1,-0.342782282,-0.045442971,-0.446573853,-0.363563594,-0.023894043,2.10E-147,25.7,766
Q9U2C8,,1.689148046,NA,NA,NA,NA,2.19E-16,26.5,136
Q9U2D2,cku-70,-1.350101159,-0.795018813,-0.002594517,0.343494477,0.773836772,1.33E-138,34.2,679
Q9U2D3,fbxa-128,NA,NA,NA,NA,NA,5.87E-09,7.3,302
Q9U2D5,,NA,NA,NA,NA,NA,5.97E-50,10.6,756
Q9U2D6,cnp-2,0.795032976,-0.006908369,-0.430606431,-0.321928095,-0.001730196,5.42E-144,37.7,732
Q9U2D9,gsy-1,-0.601316184,0.116504301,0.059675361,0.148800661,0.070542262,2.64E-253,36.2,672
Q9U2F2,cpt-1,-0.670840336,-0.578020891,0.850532506,0.900906821,0.755307748,1.16E-146,27.3,779
Q9U2F5,tiar-2,-0.310921735,NA,NA,NA,NA,6.06E-52,13.4,434
Q9U2F6,vps-2,-0.399116393,-0.204391163,0.26349037,0.436119482,0.911342762,8.81E-26,45.6,237
Q9U2G0,Y46G5A.4,-0.331246599,-0.234378689,-0.223793216,-0.022616379,-0.085832524,0,33.4,2145
Q9U2G1,pisy-1,NA,-0.617392528,0.385940398,0.41788723,0.403312879,1.01E-103,13.2,220
Q9U2G5,mrp-7,-0.279292991,0.798491596,0.724087081,0.546266461,0.692011993,1.60E-88,11.7,1525
Q9U2G6,,2.777442709,NA,NA,NA,NA,7.80E-131,27.5,502
Q9U2H4;D3YT99;E5QCJ4,fcd-2,-1.225460037,0.065928925,0.373327247,0.800450142,0.753093365,3.80E-137,18.1,1440
Q9U2H9;A3RMU4,eef-1B.2,0.099185347,0.308180004,0.107678925,0.149328573,0.117427375,0,90.1,263
Q9U2I4,,0.321639585,0.071527342,-0.017066724,-0.578890421,-0.957543201,4.50E-77,22.7,577
Q9U2I8,faah-6,-1.990410344,-0.246347277,0.842335353,1.098134879,0.500932262,2.12E-19,11.1,521
Q9U2J0,,-0.556502989,-0.102993993,0.083538642,-0.042644337,0.030221407,5.62E-23,6.8,500
Q9U2J2,,NA,NA,NA,NA,NA,3.98E-30,30.7,179
Q9U2J5,,NA,-0.58265234,NA,1.71524899,2.007521587,1.22E-28,28,339
Q9U2K2,,-0.047677975,0.837119698,NA,-0.153545952,-0.246955265,9.82E-27,10.3,581
Q9U2K8,abce-1,0.183228286,0.160524079,0.142831122,0.189005836,0.192793477,1.41E-186,47,610
Q9U2L2,,0.024179081,-0.092883966,0.402797805,-0.488823464,-0.295605489,5.36E-86,33.2,392
Q9U2M1,dpy-28,-1.377568014,-0.60814687,-0.617956668,-0.268434394,-0.061154063,3.49E-219,26.1,1499
Q9U2M2;Q9XX14;Q9XX09,cnt-2,NA,NA,NA,NA,NA,1.48E-13,4.4,951
Q9U2M4,Y38F1A.6,0.573810402,0.432493492,-0.693230456,-2.184756353,-2.667460728,0,63.7,465
Q9U2M7,ndx-4,-0.260507478,-0.003602237,-0.025312343,0.033569533,0.194195778,6.13E-80,67.4,138
Q9U2M8,Y37H9A.3,-0.08011186,0.067515458,0.21586459,0.364384894,0.384037616,3.24E-97,19.6,792
Q9U2P3,pap-1,-0.647084213,-0.69233792,-0.410015403,-0.544485386,-0.179128829,2.35E-43,12.4,655
Q9U2Q7,,NA,NA,NA,0.376620048,NA,9.03E-11,10.3,437
Q9U2Q8,fkb-2,-0.141955886,0.060111477,0.272541282,0.262347846,0.3640692,0,56.5,108
Q9U2Q9,gsk-3,-0.384933947,-0.063226802,-0.087462841,0.105876837,0.061209871,6.44E-61,35.1,362
Q9U2R0;Q9U2R0-2,Y17G7B.18,-0.197739606,0.141827985,0.252346215,0.428022306,0.357400079,1.09E-78,37,378
Q9U2R3,,0.544666203,0.371534337,-0.829362492,-1.198557015,-1.561057248,1.00E-28,5.8,469
