Uniprot ID,Gene Name,Log2 Ratio L/H AgWTD01.1,Log2 Ratio L/H AgWTD01.2,Log2 Ratio L/H AgWTD01.3,Log2 Ratio L/H AgWTD01.4,Log2 Ratio L/H AgWTD12.1,Log2 Ratio L/H AgWTD12.2,Log2 Ratio L/H AgWTD12.3,Log2 Ratio L/H AgWTD12.4,log abs.LFQ AgWTD01.1,log abs.LFQ AgWTD01.2,log abs.LFQ AgWTD01.3,log abs.LFQ AgWTD01.4,log abs.LFQ AgWTD12.1,log abs.LFQ AgWTD12.2,log abs.LFQ AgWTD12.3,log abs.LFQ AgWTD12.4,Posterior Error Probability,Sequence Coverage (%),Sequence Length (Amino Acids),log abs.LFQ AgWTD01.1 Corrected,log abs.LFQ AgWTD01.2 Corrected,log abs.LFQ AgWTD01.3 Corrected,log abs.LFQ AgWTD01.4 Corrected,log abs.LFQ AgWTD12.1 Corrected,log abs.LFQ AgWTD12.2 Corrected,log abs.LFQ AgWTD12.3 Corrected,log abs.LFQ AgWTD12.4 Corrected
Q9U1Q4,vrs-2,-0.729879012,-1.319849117,-1.413648237,-0.930548119,0.941060145,0.849102434,1.109794587,0.847180572,6.400762418,5.996021063,5.306446474,4.578730872,6.947345482,6.818549184,6.098470666,6.013511333,0,45.5,1050,6.005824159,5.696008608,5.624412257,5.280904996,6.559506638,6.317725165,6.357398188,6.278580265
Q9U1Q5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21E-37,18.1,293,NA,NA,NA,NA,NA,NA,NA,NA
Q9U1Q6,,NA,NA,-1.248231207,NA,0.811751013,0.349290577,NA,NA,3.776606762,4.592698486,4.452445817,4.116275588,5.761017722,5.464280845,4.737757018,4.334936033,2.13E-22,11,780,3.381668504,4.292686031,4.770411601,4.818449712,5.373178879,4.963456826,4.99668454,4.600004964
Q9U1Q7;D8FRP8,emb-4,-0.099227866,-0.537445175,-1.027437183,NA,0.564691448,0.297324728,0.621333018,0.591505511,5.48735052,5.358391759,4.148417547,NA,5.704116184,5.868873573,5.300812794,4.866163237,4.87E-266,33.2,1467,5.092412262,5.058379304,4.46638333,NA,5.31627734,5.368049553,5.559740316,5.131232169
Q9U1Q8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.355623901,NA,NA,NA,2.75E-117,55.6,279,NA,NA,NA,NA,5.967785057,NA,NA,NA
Q9U1R5,cyp-42a1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.93E-13,7.8,511,NA,NA,NA,NA,NA,NA,NA,NA
Q9U1R7,arx-3,-0.395940218,-0.630312271,-0.548929769,-0.709114148,0.911885547,0.72535069,0.666209914,0.45059697,5.962956207,6.467430504,5.724521627,5.456791009,6.67669361,6.814427404,6.165600403,5.834776641,2.10E-88,45.1,368,5.568017949,6.167418049,6.042487411,6.158965133,6.288854766,6.313603385,6.424527925,6.099845573
Q9U1R8;Q7K705,,NA,NA,NA,NA,NA,-0.609093024,NA,NA,4.055951405,4.180125875,NA,NA,3.595782718,4.488169837,NA,NA,3.61E-31,5.5,1951,3.661013147,3.88011342,NA,NA,3.207943874,3.987345818,NA,NA
Q9U1R9;G5ECK2,C51G7.2,NA,NA,NA,NA,NA,NA,0.826309673,NA,5.110286608,5.070185686,4.245636029,NA,NA,5.407645797,5.099507994,5.325433558,8.75E-06,10.8,167,4.71534835,4.770173231,4.563601813,NA,NA,4.906821778,5.358435516,5.59050249
Q9U1S2;Q67X91,brp-1,-2.019595176,-2.715849452,-2.251900838,-2.022900402,1.20999538,0.923276738,0.528281871,1.115566186,6.262854345,6.11657454,5.38918381,4.758427391,7.211841096,7.056104097,6.627734441,6.666002886,2.85E-67,21,552,5.867916087,5.816562085,5.707149594,5.460601516,6.824002253,6.555280078,6.886661963,6.931071818
Q9U1S3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15E-05,4.1,465,NA,NA,NA,NA,NA,NA,NA,NA
Q9U1T1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85556761,NA,NA,NA,NA,NA,NA,7.16E-40,10.7,485,NA,3.555555155,NA,NA,NA,NA,NA,NA
Q9U1T5;Q8I4B9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15.7,796,NA,NA,NA,NA,NA,NA,NA,NA
Q9U1U3,,-0.704871964,NA,NA,NA,1.053942929,0.409220753,NA,NA,5.101196986,3.816194884,4.242069112,3.361633414,6.010384771,5.568119552,NA,NA,6.10E-38,28.8,475,4.706258728,3.516182429,4.560034896,4.063807538,5.622545928,5.067295533,NA,NA
Q9U1U4,ubc-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37E-07,7.9,292,NA,NA,NA,NA,NA,NA,NA,NA
Q9U1V9;Q9U1W0,dnj-29,0.410044805,-0.666665711,NA,NA,1.211932421,0.758696733,NA,NA,4.163578765,4.610116955,3.972744211,NA,5.054536453,5.147985321,NA,3.727394841,6.90E-284,35.5,752,3.768640507,4.3101045,4.290709995,NA,4.666697609,4.647161301,NA,3.992463773
Q9U1W1,tfg-1,NA,NA,NA,NA,1.307358556,1.881135319,1.498464041,1.309645486,5.46686762,5.273093912,NA,NA,6.699317301,6.799416372,5.618884485,5.856505343,2.11E-251,22.2,486,5.071929362,4.973081457,NA,NA,6.311478457,6.298592353,5.877812007,6.121574275
Q9U1W2;Q9U1W2-2,mdt-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41E-14,15.8,297,NA,NA,NA,NA,NA,NA,NA,NA
Q9U1W9,rab-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32E-26,15.2,210,NA,NA,NA,NA,NA,NA,NA,NA
Q9U1X0,,NA,NA,NA,NA,NA,NA,NA,NA,4.753360876,NA,NA,NA,5.21666723,NA,NA,NA,2.28E-81,21.6,458,4.358422618,NA,NA,NA,4.828828386,NA,NA,NA
Q9U1X6,emc-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12E-83,31.6,234,NA,NA,NA,NA,NA,NA,NA,NA
Q9U1X7,mau-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16E-15,35.3,258,NA,NA,NA,NA,NA,NA,NA,NA
Q9U1X9,rla-2,-0.492314685,-0.412076939,-0.09085343,NA,NA,0.496345965,0.411867056,0.436197561,6.963258799,6.620396345,6.305071783,NA,6.479863113,7.08174325,6.430333103,6.602363891,1.16E-240,95.5,110,6.568320541,6.32038389,6.623037567,NA,6.092024269,6.580919231,6.689260626,6.867432823
Q9U1Y6,dhs-24,0.62945626,NA,NA,NA,NA,0.602503678,NA,NA,5.555698895,4.798229265,NA,NA,NA,5.416740334,NA,NA,1.11E-141,51.8,384,5.160760637,4.49821681,NA,NA,NA,4.915916314,NA,NA
Q9U1Y9,skr-4,1.045878153,0.751295159,0.868647582,NA,NA,1.321387186,0.841404448,1.150817365,6.13497354,6.009748256,5.426397386,4.688588879,NA,6.368398467,5.502918496,5.578215021,1.07E-48,56,159,5.740035282,5.709735801,5.74436317,5.390763004,NA,5.867574447,5.761846018,5.843283953
Q9U1Z2;A4F320,,NA,NA,NA,NA,NA,NA,NA,NA,5.21940113,NA,NA,NA,NA,NA,NA,NA,2.21E-07,5.1,414,4.824462872,NA,NA,NA,NA,NA,NA,NA
Q9U1Z4;A4F319,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.326007968,NA,NA,NA,4.60E-246,31.3,211,NA,NA,NA,NA,4.938169124,NA,NA,NA
Q9U1Z5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68E-18,14.2,372,NA,NA,NA,NA,NA,NA,NA,NA
Q9U1Z6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52E-32,21.6,375,NA,NA,NA,NA,NA,NA,NA,NA
Q9U203;Q9U202,,NA,NA,NA,NA,NA,NA,NA,NA,4.259091929,4.604258462,NA,NA,4.813040286,NA,NA,NA,1.51E-57,20.8,553,3.864153671,4.304246007,NA,NA,4.425201442,NA,NA,NA
Q9U204,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44E-13,27.1,177,NA,NA,NA,NA,NA,NA,NA,NA
Q9U210,,1.891375185,1.592875705,NA,NA,NA,NA,NA,NA,6.278845022,5.971359359,4.667144634,NA,4.966451497,NA,NA,NA,6.64E-65,20.1,388,5.883906764,5.671346904,4.985110418,NA,4.578612654,NA,NA,NA
Q9U213,rsr-2,NA,NA,NA,NA,NA,NA,NA,NA,4.861976246,4.753061899,NA,NA,5.384299639,NA,NA,NA,2.58E-44,26.6,425,4.467037988,4.453049444,NA,NA,4.996460796,NA,NA,NA
Q9U221;Q95Q13,ung-1,-1.526219085,-2.148283363,-1.645009884,NA,0.913515128,0.604542296,0.617410209,0.593942312,5.728061448,5.72307786,4.625970598,NA,5.473880941,6.209166367,5.674686653,5.747038729,7.49E-34,34.8,282,5.33312319,5.423065405,4.943936381,NA,5.086042097,5.708342347,5.933614176,6.012107661
Q9U225,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.19E-23,10.2,798,NA,NA,NA,NA,NA,NA,NA,NA
Q9U228,mif-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78E-32,35.9,117,NA,NA,NA,NA,NA,NA,NA,NA
Q9U229,wah-1,NA,NA,NA,NA,NA,NA,NA,NA,4.119882458,4.051036695,3.655858459,NA,NA,4.259546099,3.964349215,3.757661687,1.64E-293,48.1,700,3.7249442,3.75102424,3.973824243,NA,NA,3.75872208,4.223276737,4.022730619
Q9U230,,NA,NA,NA,NA,NA,NA,NA,NA,5.198299609,4.944867444,NA,NA,5.380789915,5.196037941,NA,NA,8.17E-32,15,413,4.803361351,4.644854989,NA,NA,4.992951072,4.695213921,NA,NA
Q9U237,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16E-08,10.6,263,NA,NA,NA,NA,NA,NA,NA,NA
Q9U238,trap-4,0.895475467,0.399901553,NA,NA,NA,-0.247562997,NA,-0.02474519,6.381259521,6.112068504,NA,4.724406958,NA,6.147892645,NA,5.436194462,0,67.3,159,5.986321262,5.812056049,NA,5.426581082,NA,5.647068626,NA,5.701263394
Q9U239,Y56A3A.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.27E-84,60.9,128,NA,NA,NA,NA,NA,NA,NA,NA
Q9U241,,-1.298775603,NA,NA,NA,NA,NA,NA,NA,5.23001441,5.493234921,NA,NA,NA,NA,5.773120602,NA,1.18E-44,31.6,133,4.835076151,5.193222466,NA,NA,NA,NA,6.032048124,NA
Q9U250,cutl-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27E-05,5.5,403,NA,NA,NA,NA,NA,NA,NA,NA
Q9U255,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89E-31,12.1,819,NA,NA,NA,NA,NA,NA,NA,NA
Q9U256,Y52B11A.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.321225485,NA,NA,NA,NA,NA,NA,1.36E-69,29.3,174,NA,5.02121303,NA,NA,NA,NA,NA,NA
Q9U263,set-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54E-73,4.5,1677,NA,NA,NA,NA,NA,NA,NA,NA
Q9U266,hda-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.09E-21,17,517,NA,NA,NA,NA,NA,NA,NA,NA
Q9U267;Q7K7P3,,NA,NA,NA,NA,NA,0.300608281,NA,NA,NA,NA,NA,NA,NA,4.71108984,NA,NA,9.59E-108,17,1057,NA,NA,NA,NA,NA,4.210265821,NA,NA
Q9U275,haf-7,NA,NA,NA,NA,NA,NA,NA,NA,3.737653736,NA,NA,NA,4.712237094,4.536406918,NA,NA,8.40E-63,15.2,807,3.342715478,NA,NA,NA,4.324398251,4.035582899,NA,NA
Q9U283,,NA,NA,NA,NA,1.090587855,0.740890249,NA,NA,NA,NA,NA,NA,5.82023431,5.780266894,NA,4.534330767,1.25E-43,22.4,343,NA,NA,NA,NA,5.432395466,5.279442874,NA,4.799399699
Q9U284,,0.415422269,0.426935764,0.238816868,-0.284277218,0.760186503,0.725613087,NA,NA,6.134463992,5.671367259,5.396112131,5.302330929,6.254572244,6.030963842,NA,4.797586045,4.24E-61,38.1,375,5.739525733,5.371354804,5.714077914,6.004505053,5.866733401,5.530139823,NA,5.062654977
Q9U286,,-0.275483893,NA,0.026939827,NA,0.893598075,0.45460487,0.895180286,0.810940865,6.256717746,5.665993515,5.573393835,4.463205932,6.204391332,6.224325836,5.571336087,5.54671536,3.97E-140,20.6,855,5.861779488,5.36598106,5.891359619,5.165380057,5.816552488,5.723501817,5.830263609,5.811784292
Q9U287,,NA,NA,NA,NA,NA,NA,NA,NA,5.465695074,NA,NA,NA,NA,5.925461645,NA,NA,2.46E-29,21.8,487,5.070756816,NA,NA,NA,NA,5.424637625,NA,NA
Q9U290,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91E-24,7.6,675,NA,NA,NA,NA,NA,NA,NA,NA
Q9U294;Q9U2A1,,NA,NA,NA,NA,1.039725546,1.595881638,NA,NA,4.600090349,NA,NA,NA,6.072139563,6.028042295,NA,NA,4.33E-35,18.3,377,4.205152091,NA,NA,NA,5.68430072,5.527218276,NA,NA
Q9U296;O44779,men-1,-0.12631213,0.032521486,NA,0.269442641,1.153863766,0.690171894,1.234567095,1.403770878,5.571487553,5.518276987,4.520967995,4.606564074,6.048480647,5.958363173,4.937352367,4.703308578,0,56,620,5.176549295,5.218264532,4.838933779,5.308738199,5.660641804,5.457539153,5.196279889,4.968377509
Q9U299,xrn-2,-0.339137385,-0.180402507,-1.822403848,-0.606726475,0.806896939,0.691312945,NA,NA,5.467238021,5.369364309,4.253870852,4.35018985,5.694087246,5.533314398,NA,4.50747806,2.06E-77,19.6,975,5.072299763,5.069351854,4.571836636,5.052363974,5.306248403,5.032490378,NA,4.772546992
Q9U2A6;Q8I0Z7,efhd-1,-1.565743388,-1.830498728,NA,NA,NA,0.703313542,0.430547795,0.616104973,5.313255404,4.948359165,NA,NA,5.013342904,6.102605194,5.289744985,5.294113356,1.08E-175,35.7,687,4.918317146,4.64834671,NA,NA,4.625504061,5.601781175,5.548672507,5.559182288
Q9U2A7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.58E-54,5,424,NA,NA,NA,NA,NA,NA,NA,NA
Q9U2A8,rpl-43,0.749668986,NA,0.70505289,NA,NA,NA,NA,NA,7.16301221,6.716070153,6.303044784,NA,NA,6.746984295,5.70047007,5.76936994,2.13E-57,80.2,91,6.768073952,6.416057698,6.621010568,NA,NA,6.246160276,5.959397592,6.034438872
Q9U2A9,Y48B6A.1,1.272401874,0.744994854,0.783538926,0.815173838,0.171547142,0.361453453,0.131834785,NA,6.099577061,5.890890273,5.561983394,4.629613445,5.994048661,5.933487288,4.760203773,4.016490132,8.37E-148,44.8,674,5.704638803,5.590877818,5.879949178,5.33178757,5.606209817,5.432663269,5.019131295,4.281559063
Q9U2B1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76E-12,9.3,389,NA,NA,NA,NA,NA,NA,NA,NA
Q9U2B4,,NA,NA,NA,NA,0.625578105,-0.014640947,NA,NA,NA,NA,NA,NA,5.503845137,5.478883804,4.432038808,4.779524343,4.54E-85,34.1,331,NA,NA,NA,NA,5.116006293,4.978059785,4.690966331,5.044593275
Q9U2B6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.88E-06,6.3,333,NA,NA,NA,NA,NA,NA,NA,NA
Q9U2C1;B2FDA8,smc-3,-1.716947009,-1.454123239,-2.545622476,-1.611219603,0.772332847,0.455850969,0.568858465,0.531343703,5.779163424,5.489480352,4.934053829,4.220029594,6.654830861,6.442902882,5.851949,5.879640557,0,50.5,1205,5.384225166,5.189467897,5.252019613,4.922203718,6.266992017,5.942078863,6.110876523,6.144709489
Q9U2C3,rab-35,-1.698618554,NA,NA,NA,NA,0.361675886,NA,NA,5.408985768,4.812171081,4.06907581,NA,5.564488523,6.210719716,4.918711665,5.042811692,2.73E-32,35.9,209,5.01404751,4.512158626,4.387041594,NA,5.17664968,5.709895696,5.177639188,5.307880623
Q9U2C4;Q9U2C4-2,gly-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13E-40,21.2,579,NA,NA,NA,NA,NA,NA,NA,NA
Q9U2C7,obr-1,1.932471417,1.14643543,NA,NA,NA,-0.086104371,NA,NA,5.207338095,4.912647106,NA,NA,NA,4.708854129,NA,NA,2.10E-147,25.7,766,4.812399837,4.612634651,NA,NA,NA,4.208030109,NA,NA
Q9U2C8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19E-16,26.5,136,NA,NA,NA,NA,NA,NA,NA,NA
Q9U2D2,cku-70,NA,NA,NA,NA,1.638456202,1.185671073,NA,NA,4.16657811,4.412376537,NA,NA,5.853996155,5.791936142,4.397661971,4.502836639,1.33E-138,34.2,679,3.771639852,4.112364081,NA,NA,5.466157311,5.291112123,4.656589493,4.76790557
Q9U2D3,fbxa-128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.87E-09,7.3,302,NA,NA,NA,NA,NA,NA,NA,NA
Q9U2D5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.97E-50,10.6,756,NA,NA,NA,NA,NA,NA,NA,NA
Q9U2D6,cnp-2,-0.225028083,-0.234133396,-0.171334947,-0.277746757,0.209227962,0.215161032,0.191771481,0.401501394,6.706111566,6.661869452,6.275242231,5.408714715,6.737812621,6.9906274,6.293892667,6.377306251,5.42E-144,37.7,732,6.311173307,6.361856997,6.593208014,6.11088884,6.349973777,6.489803381,6.552820189,6.642375183
Q9U2D9,gsy-1,-0.883386213,-0.850799423,-0.636079338,-1.13874895,0.67320957,0.535959128,0.512822392,0.459199003,6.284678831,5.948877334,5.812779707,4.999261071,6.639386869,6.671256175,5.851233881,5.875576321,2.64E-253,36.2,672,5.889740573,5.648864879,6.130745491,5.701435196,6.251548025,6.170432155,6.110161403,6.140645252
Q9U2F2,cpt-1,NA,-1.585683668,NA,NA,0.14073011,0.171335926,NA,NA,4.395763089,4.614865591,NA,NA,5.424946939,5.616223371,NA,4.633458356,1.16E-146,27.3,779,4.000824831,4.314853136,NA,NA,5.037108096,5.115399352,NA,4.898527287
Q9U2F5,tiar-2,-0.630405471,NA,NA,NA,NA,NA,NA,NA,5.8683505,4.867844459,NA,NA,5.798001135,NA,5.359475001,5.110219224,6.06E-52,13.4,434,5.473412242,4.567832004,NA,NA,5.410162291,NA,5.618402523,5.375288155
Q9U2F6,vps-2,-0.755485829,-1.31254901,-1.56817807,NA,NA,0.456959516,0.695115191,0.901957808,5.349394101,5.601147014,4.840939992,NA,5.033705151,5.90066748,5.555904215,5.576882441,8.81E-26,45.6,237,4.954455843,5.301134559,5.158905776,NA,4.645866308,5.399843461,5.814831737,5.841951373
Q9U2G0,Y46G5A.4,-0.198116929,-0.611644543,-0.872789368,NA,0.994585639,0.58664422,0.482432017,0.540778243,5.752079193,5.366123985,4.35932313,NA,6.131169383,6.173565018,5.242740145,4.945759002,0,33.4,2145,5.357140935,5.06611153,4.677288914,NA,5.74333054,5.672740999,5.501667667,5.210827934
Q9U2G1,pisy-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01E-103,13.2,220,NA,NA,NA,NA,NA,NA,NA,NA
Q9U2G5,mrp-7,NA,NA,NA,NA,0.74555108,0.773688775,NA,NA,3.197583769,NA,NA,NA,4.946098397,5.009748256,4.064008487,NA,1.60E-88,11.7,1525,2.802645511,NA,NA,NA,4.558259553,4.508924237,4.322936009,NA
Q9U2G6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.80E-131,27.5,502,NA,NA,NA,NA,NA,NA,NA,NA
Q9U2H4;D3YT99;E5QCJ4,fcd-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.771050711,NA,NA,NA,3.80E-137,18.1,1440,NA,NA,NA,NA,3.383211868,NA,NA,NA
Q9U2H9;A3RMU4,eef-1B.2,-1.224904644,-2.220577607,-2.030053516,-1.183073576,0.376807365,0.40113937,0.47808491,0.449197816,6.935008195,6.704236337,6.061527871,5.289276719,6.8048411,7.62236947,6.922964073,7.008088936,0,90.1,263,6.540069937,6.404223882,6.379493655,5.991450844,6.417002256,7.121545451,7.181891595,7.273157868
Q9U2I4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.50E-77,22.7,577,NA,NA,NA,NA,NA,NA,NA,NA
Q9U2I8,faah-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12E-19,11.1,521,NA,NA,NA,NA,NA,NA,NA,NA
Q9U2J0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62E-23,6.8,500,NA,NA,NA,NA,NA,NA,NA,NA
Q9U2J2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.98E-30,30.7,179,NA,NA,NA,NA,NA,NA,NA,NA
Q9U2J5,,-1.782911743,-2.255530946,NA,NA,1.098721811,0.706935628,NA,NA,5.618550123,5.87724461,NA,NA,6.525731357,6.69434191,NA,NA,1.22E-28,28,339,5.223611865,5.577232155,NA,NA,6.137892513,6.193517891,NA,NA
Q9U2K2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.82E-27,10.3,581,NA,NA,NA,NA,NA,NA,NA,NA
Q9U2K8,abce-1,-0.392207499,-1.254352163,NA,NA,0.499136774,0.622287629,0.596339613,0.622287629,5.421636827,5.198272098,4.193402903,4.052540046,6.290924559,6.277035888,5.134495856,5.523785474,1.41E-186,47,610,5.026698569,4.898259643,4.511368687,4.75471417,5.903085716,5.776211869,5.393423378,5.788854405
Q9U2L2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.798823224,NA,NA,5.103735323,NA,NA,NA,5.36E-86,33.2,392,NA,4.498810769,NA,NA,4.715896479,NA,NA,NA
Q9U2M1,dpy-28,NA,NA,NA,NA,0.588096551,0.226239925,1.141111885,0.721729717,NA,4.756103372,NA,NA,5.793566896,5.44357588,4.28132886,4.978340323,3.49E-219,26.1,1499,NA,4.456090916,NA,NA,5.405728052,4.94275186,4.540256382,5.243409254
Q9U2M2;Q9XX14;Q9XX09,cnt-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.692300404,NA,NA,1.48E-13,4.4,951,NA,NA,NA,NA,NA,4.191476385,NA,NA
Q9U2M4,Y38F1A.6,1.459218837,1.376919766,2.449296304,1.945804442,0.90465615,0.097501877,0.433603714,0.972534507,6.777709493,6.697639026,6.455986239,5.820352549,6.635654616,6.546258799,5.382377303,5.924408521,0,63.7,465,6.382771235,6.397626571,6.773952023,6.522526674,6.247815773,6.045434779,5.641304826,6.189477453
Q9U2M7,ndx-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77860702,6.13E-80,67.4,138,NA,NA,NA,NA,NA,NA,NA,5.043675952
Q9U2M8,Y37H9A.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.974838557,NA,4.569795123,NA,NA,NA,3.24E-97,19.6,792,NA,NA,4.292804341,NA,4.18195628,NA,NA,NA
Q9U2P3,pap-1,NA,NA,NA,NA,0.584976928,0.843370396,NA,NA,NA,NA,NA,NA,5.344961789,5.431090233,NA,4.640580806,2.35E-43,12.4,655,NA,NA,NA,NA,4.957122945,4.930266214,NA,4.905649738
Q9U2Q7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.03E-11,10.3,437,NA,NA,NA,NA,NA,NA,NA,NA
Q9U2Q8,fkb-2,-0.780310099,NA,-1.328951324,NA,NA,0.348537235,NA,NA,6.537252254,5.997386384,5.559487682,NA,5.694613972,6.646932792,5.808413551,5.510987122,0,56.5,108,6.142313996,5.697373929,5.877453466,NA,5.306775129,6.146108773,6.067341074,5.776056054
Q9U2Q9,gsk-3,-1.193077822,NA,NA,NA,0.552875767,0.393008278,0.30914491,0.304700985,5.7168794,4.918983898,4.576180044,4.335658452,6.741710856,6.580354661,5.619406411,5.560420774,6.44E-61,35.1,362,5.321941142,4.618971443,4.894145828,5.037832577,6.353872012,6.079530642,5.878333933,5.825489706
Q9U2R0;Q9U2R0-2,Y17G7B.18,NA,NA,NA,NA,NA,NA,NA,NA,4.806559815,NA,NA,NA,NA,5.184606267,NA,4.501757408,1.09E-78,37,378,4.411621557,NA,NA,NA,NA,4.683782247,NA,4.76682634
Q9U2R3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00E-28,5.8,469,NA,NA,NA,NA,NA,NA,NA,NA
Q9U2R7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.19E-11,18.6,70,NA,NA,NA,NA,NA,NA,NA,NA
Q9U2S4,arf-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.30E-61,40.6,175,NA,NA,NA,NA,NA,NA,NA,NA
Q9U2S6;D3NQB1,cyn-13,-1.253686783,-1.513339141,-0.688583227,-0.741402266,1.070390771,-0.323543009,0.810763706,0.550359395,5.413634997,5.278387725,5.202324813,5.294818809,6.128593107,5.938694809,5.577778937,5.217536583,3.90E-85,42.9,331,5.018696739,4.97837527,5.520290597,5.996992934,5.740754263,5.437870789,5.836706459,5.482605514
Q9U2S8;D3NQA7,,NA,-1.357664601,NA,NA,0.845390869,0.54837477,0.630103634,NA,NA,4.214287383,NA,NA,4.890761837,5.02914018,4.28751061,3.807047696,6.17E-32,10.8,833,NA,3.914274928,NA,NA,4.502922993,4.52831616,4.546438133,4.072116627
Q9U2T9;E6N0W0;E6N0W1,itsn-1,NA,NA,NA,NA,1.015403359,NA,NA,NA,NA,4.065243501,NA,NA,5.176583181,4.74263088,NA,NA,2.71E-144,30.9,1085,NA,3.765231046,NA,NA,4.788744337,4.241806861,NA,NA
Q9U2U0,uaf-2,0.110121547,-0.382833229,-0.28166858,NA,0.286374562,0.252140015,0.479612955,0.155967933,6.578696501,6.407050815,5.330738358,5.127461163,6.39927558,6.90334506,5.911466567,6.091737283,1.12E-177,30.9,285,6.183758243,6.10703836,5.648704142,5.829635287,6.011436736,6.402521041,6.17039409,6.356806215
