Uniprot ID,Gene Name,Log2 Ratio L/H AgProp.Total1,Log2 Ratio L/H AgProp.Insoluble1,Log2 Ratio L/H AgProp.Soluble1,Log2 Ratio L/H AgProp.Total2,Log2 Ratio L/H AgProp.Insoluble2,Log2 Ratio L/H AgProp.Soluble2,Log2 Ratio L/H AgProp.Total3,Log2 Ratio L/H AgProp.Insoluble3,Log2 Ratio L/H AgProp.Soluble3,log abs.LFQ AgProp.Total1,log abs.LFQ AgProp.Insoluble1,log abs.LFQ AgProp.Soluble1,log abs.LFQ AgProp.Total2,log abs.LFQ AgProp.Insoluble2,log abs.LFQ AgProp.Soluble2,log abs.LFQ AgProp.Total3,log abs.LFQ AgProp.Insoluble3,log abs.LFQ AgProp.Soluble3,Posterior Error Probability,Sequence Coverage (%),Sequence Length (Amino Acids),log abs.LFQ AgProp.Total1 Corrected,log abs.LFQ AgProp.Insoluble1 Corrected,log abs.LFQ AgProp.Soluble1 Corrected,log abs.LFQ AgProp.Total2 Corrected,log abs.LFQ AgProp.Insoluble2 Corrected,log abs.LFQ AgProp.Soluble2 Corrected,log abs.LFQ AgProp.Total3 Corrected,log abs.LFQ AgProp.Insoluble3 Corrected,log abs.LFQ AgProp.Soluble3 Corrected,log2 Aggregation Propensity 1,log2 Aggregation Propensity 2,log2 Aggregation Propensity 3,log2 Median Aggregation Propensity,Median Aggregation Propensity Percentage
Q7YTL5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.115909922,NA,NA,5.363687176,NA,NA,5.018159374,NA,5.074560468,2.10E-21,26.4,348,5.07624517,NA,NA,5.585449625,NA,NA,5.045480798,NA,4.995011676,NA,NA,NA,NA,NA
Q7YTM1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35E-05,4.4,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YTP7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.90E-17,29,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YTQ0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00016676,7.6,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YTQ6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.29E-12,8,763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YTR9,,-0.500904007,-3.544979883,-0.615416297,0.12573025,-5.250847911,-0.055473336,-0.63691458,-2.979622972,-0.331361267,7.756795802,6.090394931,8.015401674,7.752862467,6.124507993,7.730313825,7.792251572,6.298258792,8.137955124,4.48E-15,48.9,90,7.71713105,6.405821532,7.892935423,7.974624916,6.356495295,7.839673,7.819572996,6.607636043,8.058406332,-3.044075877,-5.376578161,-2.342708391,-3.044075877,12.12388622
Q7YTS8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.73E-08,11.9,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YTT9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46E-19,19.4,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YTU1;Q8WQA0,,1.022273139,NA,0.818426702,NA,NA,NA,NA,NA,NA,5.189574526,NA,5.199480915,NA,4.381306322,4.902438056,4.872721362,NA,4.788465344,1.03E-67,17.4,1127,5.149909773,NA,5.077014665,NA,4.613293624,5.011797232,4.900042787,NA,4.708916552,NA,NA,NA,NA,NA
Q7YTU9,tag-229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25E-11,18.5,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YTV1;Q9BHL5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.77E-25,6.4,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YTW2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33E-09,5,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YWL9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83E-21,30.6,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YWP5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64E-22,16.7,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YWQ6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28E-05,18.7,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YWR3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.103399425,NA,NA,NA,NA,NA,NA,NA,5.09E-07,31.3,83,NA,5.418826026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YWR6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57E-08,20.5,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YWR7,,-1.252597317,NA,NA,NA,NA,NA,NA,NA,NA,6.645530338,NA,6.613619863,6.025919999,NA,NA,NA,NA,NA,1.05E-38,29.4,204,6.605865586,NA,6.491153613,6.247682448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YWS5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.880493468,NA,NA,NA,6.267570934,NA,6.645392791,NA,6.713717291,9.53E-29,12.3,187,6.840828716,NA,NA,NA,6.499558236,NA,6.672714216,NA,6.6341685,NA,NA,NA,NA,NA
Q7YWV0,,NA,NA,NA,NA,-1.559540759,NA,NA,-0.848718074,NA,NA,NA,NA,NA,5.514845231,NA,NA,5.909397006,NA,1.51E-14,16.6,205,NA,NA,NA,NA,5.746832532,NA,NA,6.218774257,NA,NA,NA,NA,NA,NA
Q7YWW4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56E-05,6.9,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YWW8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15E-54,16.7,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YWX7,mig-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44E-15,6,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YWX9,cpg-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18E-13,9.5,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YWZ7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08E-06,7.6,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YX00,,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.371455782,NA,6.430639336,NA,NA,NA,NA,NA,6.55929603,3.15E-16,17,112,6.33179103,NA,6.308173086,NA,NA,NA,NA,NA,6.479747238,NA,NA,NA,NA,NA
Q7YX30,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30E-19,7.4,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YX35,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44E-08,31.5,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YX43,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30E-76,10.3,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YX52,mrpl-53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03E-25,46.5,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YX57;E1B6V3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92E-50,17.8,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YX61,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41E-65,25.4,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YX64,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37E-07,11,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YX71,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31E-17,10.6,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YXD9,ccch-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00010082,2.6,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YXH1,,NA,NA,NA,1.712125863,NA,1.100360306,NA,NA,NA,NA,NA,NA,6.005309237,NA,6.123753669,NA,NA,NA,4.88E-156,46.4,388,NA,NA,NA,6.227071686,NA,6.233112844,NA,NA,NA,NA,NA,NA,NA,NA
Q7YXH5,aat-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31E-06,3.8,526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YZG1;Q19308,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38E-09,6.2,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YZG3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.452016566,7.54E-32,27.8,162,NA,NA,NA,NA,NA,NA,NA,NA,6.372467774,NA,NA,NA,NA,NA
Q7YZG5,,0.096005394,NA,0.470109106,0.24689185,NA,0.155807201,0.820590866,-2.586356432,0.528698065,6.326397313,NA,6.595705603,6.306296329,NA,6.242615958,6.397140171,5.506098908,6.542974729,3.53E-24,18,361,6.286732561,NA,6.473239352,6.528058778,NA,6.351975133,6.424461595,5.81547616,6.463425937,NA,NA,-3.406947298,-3.406947298,9.427719871
Q7YZG6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42E-108,54.3,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YZH4,ttr-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.210264999,NA,NA,NA,5.26E-33,63.4,142,NA,NA,NA,NA,NA,6.319624175,NA,NA,NA,NA,NA,NA,NA,NA
Q7YZM5,,0.477843788,-0.836328134,-0.29713271,-0.257855464,-0.870976194,-1.251204023,0.394581525,-0.608714637,-0.411426246,7.585043155,7.109115507,7.34580487,7.293406755,6.96238863,6.9361064,7.328461153,7.200635314,7.165303692,0,60.5,587,7.545378403,7.424542108,7.22333862,7.515169205,7.194375932,7.045465576,7.355782578,7.510012565,7.085754901,-1.314171922,-0.61312073,-1.003296161,-1.003296161,49.88589416
Q7YZT6;Q7YZT6-2,tps-1,0.883608626,NA,0.51399621,NA,-2.961252884,0.625088505,0.630125962,-2.057311628,0.708844407,5.618926262,NA,5.839239151,NA,4.470898594,6.001690454,5.629521726,4.421756372,5.661831609,0,28.8,1331,5.57926151,NA,5.716772901,NA,4.702885895,6.11104963,5.656843151,4.731133624,5.582282817,NA,NA,-2.68743759,-2.68743759,15.52389419
Q7YZV3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91E-58,43.9,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7YZW5,vem-1,0.283825584,NA,0.274476954,NA,NA,0.124550183,0.244770566,NA,0.366764107,7.614127031,NA,7.708429399,NA,NA,6.788959848,7.396495752,NA,7.592265607,8.14E-164,36.6,183,7.574462279,NA,7.585963149,NA,NA,6.898319024,7.423817177,NA,7.512716815,NA,NA,NA,NA,NA
Q7YZX1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66130145,NA,5.611935625,NA,NA,NA,5.717845184,NA,NA,6.45E-33,6.3,540,5.621636698,NA,5.489469375,NA,NA,NA,5.745166609,NA,NA,NA,NA,NA,NA,NA
Q7Z071,tnt-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,79,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7Z072,tnt-2,1.094371834,-6.409068415,0.998212166,1.085037547,-5.972968302,1.398474621,1.059284472,-5.985932992,1.154281143,8.235705159,6.360810996,8.306682311,8.052501563,6.656427824,7.948046008,8.064869625,6.494664116,8.258828771,0,71.7,428,8.196040407,6.676237597,8.184216061,8.274264013,6.888415126,8.057405184,8.09219105,6.804041367,8.179279979,-7.503440249,-7.058005848,-7.045217464,-7.058005848,0.750461695
Q7Z0M7,nas-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00054512,2.4,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7Z116,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38E-09,8.3,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7Z121,clec-266,0.078822677,NA,0.039903514,NA,NA,NA,0.07231589,NA,NA,8.077440584,6.115249305,7.974405754,NA,5.659795187,6.666124691,7.667527664,6.234681174,7.522509438,2.00E-05,10.3,145,8.037775832,6.430675906,7.851939504,NA,5.891782489,6.775483867,7.694849088,6.544058426,7.442960646,NA,NA,NA,NA,NA
Q7Z130,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.70E-20,11.8,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7Z138;Q7Z137,aqp-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.70E-07,4.7,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7Z144,cblc-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.26E-09,11.4,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7Z151;Q7Z150,fnci-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45E-19,4.8,1437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7Z1J7;Q9XWF1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20E-31,12.4,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7Z1P8;Q7Z1P9;Q8MPZ6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37E-142,25.3,809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7Z1Q3;Q7Z1Q2,alh-12,0.919615213,-2.111398619,0.491551064,1.562772261,-3.078473209,1.966009723,0.876625153,-0.224534263,0.740721486,6.787672965,6.796097801,7.089975723,7.457609431,6.424628732,7.849185925,7.298656617,6.014999605,7.09680577,0,55.3,499,6.748008213,7.111524402,6.967509472,7.679371881,6.656616033,7.958545101,7.325978042,6.324376857,7.017256978,-3.031013831,-4.64124547,-1.101159416,-3.031013831,12.23415334
Q7Z297,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24E-18,23.1,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q7Z2A9,grd-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.319647288,NA,NA,NA,NA,NA,5.3950117,5.352330474,NA,1.35E-28,44.2,156,5.279982536,NA,NA,NA,NA,NA,5.422333124,5.661707725,NA,NA,NA,NA,NA,NA
Q867X0-2;Q867X0;A5JYS4;F5GU97;Q5WRP7,pme-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30E-139,15.2,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86B36;Q9GYS8,fars-1,0.282614201,-5.149665839,0.216568491,0.601452613,-3.568640195,0.325955223,0.4249007,-2.863105886,0.454743272,7.641067389,6.152991602,7.836026465,7.50552982,6.326481953,7.263541389,7.351506423,6.388653264,7.520391817,0,46.8,496,7.601402637,6.468418203,7.713560215,7.727292269,6.558469254,7.372900565,7.378827847,6.698030516,7.440843025,-5.43228004,-4.170092809,-3.288006587,-4.170092809,5.554909397
Q86CZ7,tag-273,0.164932907,-2.883796744,0.285881995,-0.392866916,NA,0.846947007,0.093832857,NA,0.71577017,6.369085921,4.215833043,6.276093992,5.880075808,3.828034359,5.762798559,5.965225227,NA,6.141575183,5.33E-266,52.7,785,6.329421169,4.531259644,6.153627742,6.101838257,4.060021661,5.872157735,5.992546651,NA,6.062026391,-3.048729651,NA,NA,-3.048729651,12.0848406
Q86D25,C54C6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00018276,4.9,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86DA5-5;Q86DA5-2;Q86DA5,tir-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.36E-39,16.1,801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86DA5-3;Q86DA5-4,tir-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.65E-37,20.1,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86DA7,C05B5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79E-10,14.1,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86DB5;Q93379,gsr-1,0.58188563,-6.23637781,0.505144096,0.686545161,-3.779364793,0.878374485,0.579598446,-1.845791104,0.525704144,7.578547529,5.55362495,7.838067917,7.691912137,6.397122999,7.625806154,7.790812754,6.056778994,7.819925421,0,66.2,459,7.538882777,5.869051551,7.715601667,7.913674586,6.629110301,7.73516533,7.818134179,6.366156246,7.740376629,-6.818263441,-4.465909954,-2.42538955,-4.465909954,4.525089214
Q86DC6;Q86DC6-2,ifd-1,0.453913058,0.124723199,-1.384491944,0.258149065,0.226459335,-0.05699963,0.558197845,0.251470069,0.905169406,6.880664992,6.669034939,6.408138166,6.595529289,6.808551777,5.583618125,6.628644322,6.70142279,5.884755726,0,60.3,575,6.84100024,6.98446154,6.285671915,6.817291738,7.040539078,5.692977301,6.655965747,7.010800042,5.805206935,-0.329189859,-0.03168973,-0.306727777,-0.306727777,80.8473406
Q86DD7;Q9N2W5,ubxn-2,0.699723958,NA,0.378250519,0.334243417,-3.494799595,NA,0.446600173,-3.7258502,0.748335435,6.924584219,5.253680316,7.029099567,7.410321618,5.819657223,NA,7.083180004,5.622785767,7.284475853,4.03E-23,24.9,193,6.884919467,5.569106917,6.906633317,7.632084067,6.051644525,NA,7.110501429,5.932163019,7.204927061,NA,-3.829043013,-4.172450373,-4.000746693,6.246766037
Q86FL8,spp-5,0.370620064,-4.210544722,0.343659234,-0.198116929,-5.012747435,0.247748089,0.553934377,NA,0.550528425,8.685777555,5.172816759,8.658240415,8.274781123,4.90465757,8.02796086,8.344667305,NA,8.819326734,1.20E-34,55.3,103,8.646112803,5.48824336,8.535774164,8.496543572,5.136644872,8.137320035,8.37198873,NA,8.739777942,-4.581164786,-4.814630506,NA,-4.697897646,3.85293686
Q86FM4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.56E-18,18.8,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86FM6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.34E-32,42.7,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86FM8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.39E-22,12.3,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86FN3,ulp-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49E-30,20.5,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86FN6;Q9N3A3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36E-22,10.9,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86FP2;Q9N323;Q4W5R5;Q3V5J8,catp-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92E-34,4.4,1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86GC2;Q86GC3,adr-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.187012807,NA,NA,NA,NA,NA,NA,1.21E-291,41.5,893,NA,NA,5.064546557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86GV3;Q965F7,gcy-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.106388298,NA,8.81E-84,15.1,1276,NA,NA,NA,NA,NA,NA,NA,4.415765549,NA,NA,NA,NA,NA,NA
Q86LS4,dao-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.49E-60,33.1,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86MD2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.83E-06,22.6,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86MG7,rnh-1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23E-14,16.7,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86MH6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15E-16,4.7,531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86MI0;Q86MH9;Q86MH8,dve-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24E-28,10.9,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86MI5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18E-16,8,833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86MI9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35E-14,9.2,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86MP1,col-95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23E-65,14.9,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86NC1,,1.635539626,NA,NA,NA,NA,NA,NA,NA,NA,5.497813933,NA,5.174670241,NA,NA,NA,5.000217093,NA,NA,0,63.7,846,5.458149181,NA,5.052203991,NA,NA,NA,5.027538517,NA,NA,NA,NA,NA,NA,NA
Q86NC9,pnk-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.070813328,NA,NA,5.052420054,NA,2.09E-81,23.6,403,NA,NA,NA,NA,5.30280063,NA,NA,5.361797306,NA,NA,NA,NA,NA,NA
Q86NE0;Q86NE1,asp-2,0.058758443,NA,-0.274887812,0.701834396,NA,0.605881021,NA,-3.865324991,0.293588802,6.614422606,NA,6.618518763,6.894227422,5.155268551,6.682983962,6.304318154,4.885891845,6.583119392,1.63E-202,18.2,429,6.574757854,NA,6.496052513,7.115989871,5.387255853,6.792343138,6.331639579,5.195269097,6.5035706,NA,NA,NA,NA,NA
Q86NG3,clec-88,-0.360532839,NA,0.11623844,NA,NA,-0.314522522,NA,NA,NA,7.225955073,5.958651426,7.432857097,6.617178638,5.33112831,6.641949789,NA,NA,NA,1.51E-150,21.1,228,7.186290321,6.274078027,7.310390847,6.838941087,5.563115612,6.751308965,NA,NA,NA,NA,NA,NA,NA,NA
Q86NH9,ttr-41,0.869174536,NA,1.069088604,0.878772356,NA,0.810080582,1.11565997,NA,1.98279071,8.556929362,NA,8.5655763,8.470498693,NA,8.404782419,8.450433875,NA,8.046221937,3.29E-93,37.9,140,8.51726461,NA,8.44311005,8.692261143,NA,8.514141595,8.4777553,NA,7.966673145,NA,NA,NA,NA,NA
Q86NI2,,0.54386674,-3.693988677,0.573488331,1.070663466,-7.028679649,0.893169299,0.712929659,-6.70528679,0.830947291,7.392169149,5.557589508,7.73539927,7.3555856,5.717214119,7.463564532,7.689584092,5.222426064,7.663116449,0,61.6,349,7.352504397,5.873016109,7.61293302,7.577348049,5.949201421,7.572923708,7.716905516,5.531803316,7.583567657,-4.237855417,-8.099343114,-7.418216449,-7.418216449,0.58464782
